DOID	Number_of_ancestors
DOID_7890	1
DOID_7891	10
DOID_7892	1
DOID_4385	8
DOID_12236	8
DOID_10536	8
DOID_3445	7
DOID_10238	1
DOID_0050690	9
DOID_0050195	5
DOID_0110770	8
DOID_2629	1
DOID_4114	10
DOID_2626	7
DOID_2627	1
DOID_2620	1
DOID_2621	8
DOID_2622	1
DOID_2623	1
DOID_4271	7
DOID_4270	8
DOID_4273	1
DOID_4275	1
DOID_4274	1
DOID_4277	8
DOID_4276	1
DOID_4279	9
DOID_4278	8
DOID_12228	1
DOID_3978	7
DOID_12996	11
DOID_12221	1
DOID_12223	10
DOID_12224	1
DOID_12225	9
DOID_12226	1
DOID_848	8
DOID_11759	6
DOID_11758	7
DOID_361	8
DOID_11751	1
DOID_11750	7
DOID_10535	1
DOID_11752	11
DOID_11755	9
DOID_11754	9
DOID_11756	1
DOID_13344	1
DOID_0060849	7
DOID_0060848	10
DOID_0060847	9
DOID_0060844	6
DOID_0060843	7
DOID_0060842	9
DOID_106	8
DOID_0060840	9
DOID_10590	9
DOID_10591	8
DOID_1025	7
DOID_1024	6
DOID_10594	1
DOID_1022	6
DOID_10596	1
DOID_1020	1
DOID_841	8
DOID_12402	5
DOID_1029	6
DOID_4898	1
DOID_368	10
DOID_12403	7
DOID_12404	1
DOID_12157	8
DOID_12156	7
DOID_12407	1
DOID_0050697	8
DOID_302	5
DOID_6287	1
DOID_0050737	6
DOID_12352	1
DOID_0110844	8
DOID_0111001	6
DOID_2816	11
DOID_11170	1
DOID_11173	1
DOID_0050734	7
DOID_8495	1
DOID_0110065	10
DOID_2074	6
DOID_0110067	9
DOID_2445	1
DOID_175	7
DOID_174	7
DOID_5634	9
DOID_5635	10
DOID_13810	7
DOID_2446	1
DOID_173	9
DOID_172	8
DOID_2071	10
DOID_13818	1
DOID_178	5
DOID_5638	9
DOID_5639	8
DOID_2814	10
DOID_7708	10
DOID_2073	7
DOID_0090124	5
DOID_7256	1
DOID_7706	1
DOID_7707	11
DOID_7252	1
DOID_7702	1
DOID_7703	1
DOID_14455	1
DOID_14457	7
DOID_14456	7
DOID_14451	7
DOID_14450	8
DOID_14453	9
DOID_14452	7
DOID_768	10
DOID_13885	1
DOID_14459	7
DOID_5714	10
DOID_4948	7
DOID_2079	10
DOID_2078	11
DOID_764	1
DOID_4012	8
DOID_10472	1
DOID_0080018	8
DOID_0050379	1
DOID_3379	10
DOID_3378	11
DOID_3371	8
DOID_3370	1
DOID_3373	12
DOID_3372	10
DOID_3374	11
DOID_3377	12
DOID_3376	10
DOID_0050138	8
DOID_0050139	1
DOID_4665	1
DOID_8709	1
DOID_8708	1
DOID_0080013	1
DOID_2361	6
DOID_0050131	6
DOID_2363	1
DOID_0050133	5
DOID_8701	1
DOID_2364	8
DOID_8703	1
DOID_2366	5
DOID_0050371	1
DOID_0050376	1
DOID_0110712	11
DOID_1620	1
DOID_1623	8
DOID_13109	7
DOID_1625	8
DOID_1624	1
DOID_1627	7
DOID_1626	10
DOID_1629	8
DOID_1628	9
DOID_13100	8
DOID_8500	9
DOID_11578	1
DOID_7593	1
DOID_4386	8
DOID_2297	6
DOID_0050686	5
DOID_0050687	5
DOID_0050868	7
DOID_0050869	7
DOID_0050682	7
DOID_0050683	9
DOID_0050680	9
DOID_0050681	9
DOID_0110771	8
DOID_0050863	10
DOID_0050860	8
DOID_0110772	8
DOID_0110775	8
DOID_0110774	8
DOID_0050864	10
DOID_0050865	9
DOID_0110821	8
DOID_0110820	8
DOID_0110823	8
DOID_0110822	8
DOID_0090088	8
DOID_0090089	8
DOID_0110827	8
DOID_9617	6
DOID_0090084	8
DOID_0090085	8
DOID_0090086	8
DOID_0090087	8
DOID_0090080	8
DOID_0090081	8
DOID_0090082	8
DOID_0090083	8
DOID_12577	6
DOID_507	4
DOID_3700	10
DOID_3701	11
DOID_3702	10
DOID_3703	10
DOID_3704	9
DOID_3705	8
DOID_3706	8
DOID_501	7
DOID_12057	1
DOID_12056	1
DOID_12055	7
DOID_12054	1
DOID_12053	7
DOID_12052	1
DOID_8800	7
DOID_12257	6
DOID_12059	1
DOID_12058	1
DOID_0060668	5
DOID_2913	7
DOID_0060612	8
DOID_0060613	6
DOID_0060610	4
DOID_0060611	7
DOID_0060614	4
DOID_0070139	8
DOID_0070136	8
DOID_0070137	7
DOID_0070134	8
DOID_0070135	8
DOID_0070132	8
DOID_0070133	8
DOID_0070130	8
DOID_0070131	8
DOID_1251	9
DOID_7409	11
DOID_7408	11
DOID_8806	1
DOID_8807	1
DOID_1253	1
DOID_0050031	1
DOID_8804	1
DOID_13020	1
DOID_0050030	1
DOID_0070149	8
DOID_11504	7
DOID_11505	1
DOID_11506	9
DOID_11507	7
DOID_11500	1
DOID_11502	8
DOID_11503	8
DOID_11509	1
DOID_13023	1
DOID_0070148	8
DOID_4038	7
DOID_5022	10
DOID_2914	4
DOID_5027	1
DOID_5026	10
DOID_5029	1
DOID_5028	1
DOID_1063	7
DOID_0050153	8
DOID_1062	7
DOID_1061	1
DOID_0060800	9
DOID_0060478	5
DOID_0060479	4
DOID_0060476	4
DOID_4587	8
DOID_0060474	8
DOID_0060475	9
DOID_0060472	6
DOID_0060473	4
DOID_0060470	7
DOID_0060806	9
DOID_0060903	6
DOID_4585	1
DOID_1064	6
DOID_10792	10
DOID_10338	1
DOID_4589	1
DOID_4588	9
DOID_10793	10
DOID_4489	7
DOID_5380	1
DOID_14139	10
DOID_4483	8
DOID_4480	9
DOID_4481	9
DOID_4486	7
DOID_4487	1
DOID_14130	7
DOID_4485	1
DOID_13487	6
DOID_13484	1
DOID_13482	4
DOID_13481	9
DOID_13480	1
DOID_3142	6
DOID_3143	1
DOID_6420	8
DOID_3141	6
DOID_3146	5
DOID_3147	1
DOID_3144	6
DOID_3145	7
DOID_3148	9
DOID_3149	9
DOID_0110216	10
DOID_0110217	10
DOID_2550	11
DOID_2551	1
DOID_0110212	10
DOID_2557	10
DOID_0110210	10
DOID_0110211	10
DOID_2559	7
DOID_0110218	8
DOID_0110219	8
DOID_14680	1
DOID_14681	5
DOID_5253	10
DOID_14683	8
DOID_4734	8
DOID_14686	7
DOID_4737	4
DOID_10367	1
DOID_4739	7
DOID_10361	8
DOID_13663	1
DOID_13662	7
DOID_11451	1
DOID_13666	1
DOID_238	8
DOID_13664	8
DOID_237	1
DOID_234	11
DOID_13668	1
DOID_233	1
DOID_230	8
DOID_231	7
DOID_2088	8
DOID_2089	7
DOID_6643	10
DOID_6640	1
DOID_6641	9
DOID_2080	9
DOID_2083	1
DOID_2085	1
DOID_2086	1
DOID_6649	1
DOID_0060484	4
DOID_0070140	8
DOID_10818	1
DOID_10811	8
DOID_10810	10
DOID_10813	9
DOID_10812	12
DOID_10815	1
DOID_10817	5
DOID_10816	9
DOID_4868	9
DOID_4869	9
DOID_0111165	6
DOID_0111164	7
DOID_0111163	7
DOID_0111162	6
DOID_0111161	7
DOID_0111160	6
DOID_4860	12
DOID_4861	1
DOID_4863	8
DOID_4864	1
DOID_4865	1
DOID_4866	10
DOID_0111168	9
DOID_8136	1
DOID_8137	9
DOID_0050159	9
DOID_8135	9
DOID_8132	1
DOID_8133	9
DOID_8130	10
DOID_8131	1
DOID_0050862	7
DOID_8138	10
DOID_9849	11
DOID_9848	10
DOID_9845	1
DOID_9844	1
DOID_9847	9
DOID_9841	11
DOID_9840	11
DOID_9843	11
DOID_9842	11
DOID_0050479	1
DOID_0050478	1
DOID_144	1
DOID_0050471	7
DOID_0050470	7
DOID_0050473	7
DOID_0050472	7
DOID_0050475	6
DOID_0050474	7
DOID_0050477	7
DOID_0050476	6
DOID_3093	6
DOID_4301	10
DOID_1116	6
DOID_146	9
DOID_0060778	7
DOID_10908	8
DOID_9814	1
DOID_9269	7
DOID_9268	6
DOID_9261	8
DOID_1115	6
DOID_9263	6
DOID_9265	6
DOID_9264	1
DOID_9267	6
DOID_9266	6
DOID_0060281	8
DOID_8972	1
DOID_0060283	6
DOID_1459	6
DOID_0060285	5
DOID_0060284	9
DOID_0060287	9
DOID_0110345	10
DOID_0060289	4
DOID_4133	1
DOID_4131	8
DOID_4136	8
DOID_4137	8
DOID_4134	1
DOID_1455	9
DOID_8607	6
DOID_1114	8
DOID_8976	1
DOID_12424	6
DOID_8601	9
DOID_8974	1
DOID_11199	6
DOID_11198	4
DOID_11197	11
DOID_11195	6
DOID_8975	1
DOID_11193	10
DOID_11190	11
DOID_13223	7
DOID_1113	1
DOID_8577	8
DOID_13222	8
DOID_11018	1
DOID_4257	8
DOID_0110847	8
DOID_4254	8
DOID_4253	9
DOID_4252	9
DOID_4251	8
DOID_0110846	8
DOID_5535	8
DOID_0110845	8
DOID_8609	1
DOID_3914	1
DOID_3917	7
DOID_9103	1
DOID_3911	7
DOID_3910	8
DOID_2813	1
DOID_5536	9
DOID_3919	8
DOID_3918	6
DOID_9105	1
DOID_11997	6
DOID_11996	7
DOID_11771	10
DOID_11994	7
DOID_11993	1
DOID_11776	9
DOID_11775	1
DOID_11990	7
DOID_0110840	9
DOID_0060865	12
DOID_0060864	12
DOID_0060867	7
DOID_0060866	12
DOID_0060861	7
DOID_0060863	11
DOID_0060862	8
DOID_1045	1
DOID_1044	1
DOID_1047	1
DOID_1046	1
DOID_1041	1
DOID_0060868	9
DOID_1042	1
DOID_14107	9
DOID_5851	9
DOID_10623	1
DOID_10152	10
DOID_5857	1
DOID_8572	1
DOID_10153	9
DOID_0050402	1
DOID_10626	1
DOID_5323	1
DOID_10627	10
DOID_10156	9
DOID_0060351	7
DOID_10625	1
DOID_8573	7
DOID_1350	7
DOID_980	9
DOID_13002	4
DOID_0050778	5
DOID_13001	9
DOID_13454	7
DOID_13005	8
DOID_10439	11
DOID_0050779	7
DOID_8571	1
DOID_988	8
DOID_4923	9
DOID_3119	6
DOID_794	1
DOID_10438	1
DOID_12030	10
DOID_5614	7
DOID_5615	9
DOID_5616	1
DOID_5611	1
DOID_5612	8
DOID_13871	1
DOID_3115	1
DOID_6091	1
DOID_6090	11
DOID_6097	1
DOID_6096	1
DOID_3114	9
DOID_6098	11
DOID_3117	7
DOID_10437	1
DOID_7273	1
DOID_14477	1
DOID_14476	1
DOID_14475	1
DOID_14474	1
DOID_14473	1
DOID_14472	5
DOID_3110	9
DOID_3540	12
DOID_13298	1
DOID_13299	1
DOID_13295	9
DOID_0050923	8
DOID_3359	1
DOID_2157	1
DOID_3357	10
DOID_3356	10
DOID_3355	8
DOID_3354	10
DOID_0110162	10
DOID_3351	10
DOID_3350	6
DOID_0050116	8
DOID_8722	1
DOID_0050114	1
DOID_0050115	1
DOID_8727	1
DOID_0050113	1
DOID_8725	6
DOID_2348	8
DOID_2347	10
DOID_0110164	10
DOID_2345	5
DOID_8728	1
DOID_0050118	5
DOID_0110165	10
DOID_9452	7
DOID_9450	1
DOID_10750	1
DOID_9456	1
DOID_9985	1
DOID_9986	10
DOID_9987	10
DOID_9988	8
DOID_12923	1
DOID_0110167	10
DOID_12922	1
DOID_1607	7
DOID_1602	7
DOID_1600	1
DOID_13124	1
DOID_13125	1
DOID_13127	11
DOID_13120	7
DOID_0110698	7
DOID_13122	1
DOID_0110699	7
DOID_0050800	7
DOID_0050801	8
DOID_0110795	8
DOID_0110794	8
DOID_0110793	8
DOID_8850	8
DOID_0080094	8
DOID_0080095	8
DOID_0050808	1
DOID_0050809	7
DOID_0080098	8
DOID_0080099	8
DOID_8858	9
DOID_0110799	8
DOID_8588	1
DOID_5331	9
DOID_0050215	1
DOID_9675	9
DOID_9672	8
DOID_9673	7
DOID_0050214	9
DOID_0080137	7
DOID_9678	1
DOID_9679	1
DOID_0110149	10
DOID_1237	9
DOID_3766	8
DOID_3767	7
DOID_3764	7
DOID_3765	7
DOID_3762	6
DOID_3763	7
DOID_0080130	6
DOID_1235	6
DOID_8394	10
DOID_1232	1
DOID_0050112	1
DOID_0070151	8
DOID_1230	1
DOID_0070153	8
DOID_0080139	4
DOID_0080138	4
DOID_2788	1
DOID_6923	1
DOID_0050110	1
DOID_9188	8
DOID_9189	1
DOID_9180	1
DOID_9181	6
DOID_9182	8
DOID_10370	1
DOID_9184	1
DOID_9185	1
DOID_9186	1
DOID_6925	6
DOID_246	1
DOID_0110145	8
DOID_10371	6
DOID_7910	9
DOID_7912	8
DOID_7915	10
DOID_241	1
DOID_11569	5
DOID_7919	1
DOID_0110142	8
DOID_6696	11
DOID_11563	10
DOID_11561	9
DOID_0060678	8
DOID_0060679	8
DOID_0060670	9
DOID_0060671	9
DOID_0060672	9
DOID_0060673	9
DOID_0060674	7
DOID_0060675	8
DOID_0060676	8
DOID_0060677	8
DOID_2989	1
DOID_2988	7
DOID_0110140	8
DOID_2981	6
DOID_2980	1
DOID_2983	6
DOID_2982	6
DOID_2985	1
DOID_2987	7
DOID_2986	8
DOID_0060495	8
DOID_0060496	7
DOID_0060497	8
DOID_0060490	10
DOID_0060491	7
DOID_0060492	9
DOID_0060498	9
DOID_0060499	9
DOID_0110141	8
DOID_11389	6
DOID_11382	10
DOID_11383	4
DOID_0050613	8
DOID_11387	6
DOID_11385	8
DOID_14110	9
DOID_14111	8
DOID_1183	1
DOID_1184	7
DOID_14115	6
DOID_14116	7
DOID_1187	8
DOID_10165	1
DOID_10164	1
DOID_10161	1
DOID_10160	1
DOID_10163	1
DOID_10162	1
DOID_13461	6
DOID_3169	1
DOID_13467	1
DOID_789	1
DOID_786	6
DOID_13468	1
DOID_784	7
DOID_3163	1
DOID_6404	7
DOID_783	8
DOID_6406	9
DOID_6407	11
DOID_2570	7
DOID_2571	7
DOID_2573	1
DOID_2574	1
DOID_2575	7
DOID_0110252	10
DOID_1988	9
DOID_1989	1
DOID_1982	1
DOID_1983	1
DOID_1984	8
DOID_1986	1
DOID_1987	1
DOID_10381	1
DOID_10380	1
DOID_10383	8
DOID_4755	1
DOID_14802	1
DOID_10384	1
DOID_4750	1
DOID_4751	9
DOID_4758	1
DOID_254	7
DOID_13604	1
DOID_256	7
DOID_13601	1
DOID_251	7
DOID_252	8
DOID_13602	1
DOID_3296	1
DOID_3297	1
DOID_6667	1
DOID_3292	5
DOID_259	1
DOID_6663	1
DOID_0110098	8
DOID_0110099	8
DOID_0110090	8
DOID_0110091	8
DOID_0110092	8
DOID_0110093	8
DOID_0110094	8
DOID_0110095	8
DOID_0110096	8
DOID_0110097	8
DOID_0050171	1
DOID_3020	1
DOID_0050172	1
DOID_0111149	10
DOID_0111148	9
DOID_10835	6
DOID_10834	6
DOID_0111145	6
DOID_0111144	6
DOID_0111147	12
DOID_10838	1
DOID_0111141	5
DOID_0111140	6
DOID_0111143	6
DOID_0111142	7
DOID_5409	8
DOID_5408	9
DOID_9837	11
DOID_4808	1
DOID_4809	1
DOID_5401	7
DOID_0050012	5
DOID_4804	1
DOID_5402	9
DOID_5404	1
DOID_4800	1
DOID_8448	7
DOID_8449	1
DOID_8118	10
DOID_8119	12
DOID_0110634	10
DOID_0110635	10
DOID_8440	7
DOID_8117	6
DOID_8110	10
DOID_0110631	10
DOID_8444	1
DOID_0110633	10
DOID_7139	11
DOID_7138	7
DOID_7137	1
DOID_7136	8
DOID_7134	9
DOID_7133	8
DOID_7132	9
DOID_9862	1
DOID_9861	8
DOID_9860	1
DOID_9867	12
DOID_9866	1
DOID_9869	6
DOID_9868	6
DOID_0050557	9
DOID_0050497	1
DOID_0050496	1
DOID_0050495	5
DOID_0050494	1
DOID_0050493	1
DOID_0050492	1
DOID_0050491	9
DOID_0050490	9
DOID_1542	7
DOID_0050499	1
DOID_0050498	1
DOID_0050017	1
DOID_0050554	8
DOID_4066	11
DOID_1547	1
DOID_0050016	1
DOID_0050555	1
DOID_1549	1
DOID_8197	1
DOID_9249	4
DOID_9248	4
DOID_9246	6
DOID_9245	7
DOID_9243	1
DOID_9242	1
DOID_9241	1
DOID_9240	7
DOID_4110	5
DOID_4111	10
DOID_4112	9
DOID_4113	11
DOID_1474	9
DOID_1475	6
DOID_4116	1
DOID_4117	11
DOID_4118	9
DOID_4119	7
DOID_12400	5
DOID_12401	5
DOID_12150	1
DOID_12151	1
DOID_6981	1
DOID_6980	1
DOID_7318	1
DOID_12155	5
DOID_12408	1
DOID_6989	1
DOID_6988	8
DOID_11171	1
DOID_10846	6
DOID_0050119	1
DOID_11172	1
DOID_11175	9
DOID_11177	9
DOID_11179	1
DOID_0050550	1
DOID_4239	9
DOID_4238	1
DOID_4235	7
DOID_4234	1
DOID_4236	7
DOID_4231	8
DOID_4230	8
DOID_4233	7
DOID_4232	10
DOID_3939	8
DOID_10510	1
DOID_3933	8
DOID_3930	8
DOID_3937	1
DOID_3936	1
DOID_11714	8
DOID_11717	8
DOID_11716	8
DOID_11711	1
DOID_11713	7
DOID_11712	9
DOID_11719	9
DOID_11718	6
DOID_4583	1
DOID_4582	1
DOID_0060801	9
DOID_1060	6
DOID_8510	1
DOID_4586	9
DOID_0060805	9
DOID_4584	9
DOID_0060809	9
DOID_1068	10
DOID_0110407	11
DOID_104	4
DOID_2324	1
DOID_5418	6
DOID_0050751	11
DOID_2326	5
DOID_2321	7
DOID_0110402	11
DOID_2350	1
DOID_2323	1
DOID_0050752	9
DOID_8512	8
DOID_5410	8
DOID_5044	7
DOID_8418	10
DOID_4838	7
DOID_5189	9
DOID_0110903	7
DOID_5184	1
DOID_5185	1
DOID_5046	9
DOID_5180	1
DOID_0110900	7
DOID_5182	9
DOID_5183	9
DOID_5049	1
DOID_9046	1
DOID_13636	8
DOID_5048	12
DOID_9041	1
DOID_9040	1
DOID_10448	1
DOID_0110904	7
DOID_10442	14
DOID_10443	13
DOID_10440	11
DOID_0110905	7
DOID_10446	1
DOID_10447	1
DOID_10444	11
DOID_10445	11
DOID_5278	1
DOID_13850	1
DOID_13851	1
DOID_0110629	5
DOID_11079	6
DOID_13859	1
DOID_8478	6
DOID_4534	4
DOID_8477	1
DOID_3054	1
DOID_10074	6
DOID_12720	10
DOID_8476	6
DOID_10073	8
DOID_9451	1
DOID_14491	9
DOID_14490	1
DOID_14492	1
DOID_14495	7
DOID_14497	7
DOID_14496	1
DOID_14499	8
DOID_14498	6
DOID_10070	8
DOID_8472	7
DOID_1662	1
DOID_0050757	6
DOID_8517	9
DOID_6228	9
DOID_3056	1
DOID_12722	1
DOID_4539	1
DOID_7577	9
DOID_127	6
DOID_1902	1
DOID_437	9
DOID_8519	6
DOID_3331	9
DOID_3330	9
DOID_3332	7
DOID_0080045	9
DOID_6559	9
DOID_3339	1
DOID_2325	1
DOID_6556	1
DOID_0110405	11
DOID_0110404	11
DOID_0110403	11
DOID_2320	7
DOID_0110401	11
DOID_0110400	11
DOID_2329	1
DOID_2328	1
DOID_0110409	11
DOID_0110408	11
DOID_1669	1
DOID_1668	1
DOID_1665	1
DOID_438	7
DOID_1667	1
DOID_1666	1
DOID_1661	1
DOID_1660	7
DOID_1663	1
DOID_3073	10
DOID_13146	8
DOID_13147	7
DOID_13145	10
DOID_13143	9
DOID_13140	10
DOID_13141	9
DOID_6003	10
DOID_13148	7
DOID_13149	1
DOID_0050398	7
DOID_0050399	1
DOID_8879	1
DOID_8878	1
DOID_0050828	6
DOID_0050829	5
DOID_8873	1
DOID_0050827	7
DOID_0050824	7
DOID_0050825	6
DOID_0050394	1
DOID_0050823	8
DOID_8875	1
DOID_0060536	6
DOID_0050390	1
DOID_0050391	1
DOID_0050392	1
DOID_4115	12
DOID_8870	1
DOID_3053	1
DOID_12729	1
DOID_0050822	8
DOID_8876	1
DOID_3744	10
DOID_3747	10
DOID_3740	11
DOID_3741	9
DOID_3742	8
DOID_3743	11
DOID_0050397	1
DOID_3748	9
DOID_3749	9
DOID_9478	9
DOID_9479	1
DOID_9470	7
DOID_9471	6
DOID_9473	9
DOID_9474	1
DOID_9476	7
DOID_9477	7
DOID_5596	1
DOID_5595	10
DOID_8309	1
DOID_13974	1
DOID_0050538	9
DOID_0050539	9
DOID_0050534	10
DOID_0050535	10
DOID_8303	7
DOID_8302	10
DOID_0050530	10
DOID_8304	8
DOID_0050532	1
DOID_0050533	1
DOID_0060280	7
DOID_13970	1
DOID_4596	1
DOID_9654	1
DOID_9655	6
DOID_9650	9
DOID_9651	7
DOID_9652	1
DOID_9653	1
DOID_12369	6
DOID_0070039	9
DOID_8531	1
DOID_2774	1
DOID_12361	8
DOID_12360	9
DOID_12363	9
DOID_12362	10
DOID_12365	6
DOID_12364	9
DOID_13979	1
DOID_5598	10
DOID_1159	6
DOID_7936	12
DOID_11543	11
DOID_7933	12
DOID_7931	1
DOID_11547	9
DOID_11549	4
DOID_7938	1
DOID_0060124	1
DOID_0060125	7
DOID_0060126	8
DOID_0060127	8
DOID_0060652	8
DOID_0060653	5
DOID_0060122	6
DOID_0060123	6
DOID_0060128	8
DOID_0060129	8
DOID_0080047	9
DOID_6712	4
DOID_12985	1
DOID_11812	8
DOID_11813	8
DOID_11810	1
DOID_11811	8
DOID_11816	9
DOID_11817	8
DOID_11814	8
DOID_11815	1
DOID_11818	8
DOID_11819	7
DOID_8536	5
DOID_0110595	6
DOID_10631	10
DOID_10630	1
DOID_10145	1
DOID_10144	1
DOID_10635	1
DOID_10142	1
DOID_10637	1
DOID_10140	9
DOID_10639	1
DOID_10638	1
DOID_10149	9
DOID_10148	1
DOID_6468	8
DOID_3109	8
DOID_3106	1
DOID_6467	1
DOID_3102	1
DOID_3103	6
DOID_3100	1
DOID_3101	1
DOID_2518	7
DOID_2519	6
DOID_2516	9
DOID_2517	7
DOID_2514	1
DOID_2515	1
DOID_2512	7
DOID_2513	8
DOID_2510	5
DOID_4778	8
DOID_4779	8
DOID_0050980	9
DOID_4775	1
DOID_4776	8
DOID_4777	8
DOID_14392	9
DOID_4772	8
DOID_4773	9
DOID_12608	1
DOID_6682	8
DOID_6683	7
DOID_6680	7
DOID_6681	1
DOID_6686	4
DOID_6687	6
DOID_6684	1
DOID_6688	7
DOID_6689	1
DOID_10020	9
DOID_5798	9
DOID_0050136	5
DOID_5790	1
DOID_5792	1
DOID_13447	9
DOID_13446	9
DOID_5797	1
DOID_13444	6
DOID_8688	9
DOID_8689	7
DOID_8684	1
DOID_8685	1
DOID_8686	1
DOID_8687	6
DOID_8680	7
DOID_8681	8
DOID_8682	1
DOID_8683	8
DOID_7330	1
DOID_7333	8
DOID_14539	1
DOID_7335	1
DOID_7334	7
DOID_7489	8
DOID_7488	9
DOID_7486	1
DOID_14530	1
DOID_14536	1
DOID_14537	1
DOID_14534	10
DOID_7480	9
DOID_10855	1
DOID_10854	6
DOID_0111129	10
DOID_10856	1
DOID_10852	9
DOID_0111123	8
DOID_0111122	8
DOID_0111121	8
DOID_0111120	8
DOID_0111127	8
DOID_0111126	8
DOID_0111125	8
DOID_0111124	8
DOID_4826	1
DOID_13629	9
DOID_13628	7
DOID_13627	1
DOID_13626	10
DOID_270	8
DOID_271	8
DOID_5423	1
DOID_4829	9
DOID_5421	9
DOID_275	8
DOID_0050707	1
DOID_8461	4
DOID_0110618	6
DOID_0050704	9
DOID_0050703	9
DOID_0050702	9
DOID_8466	9
DOID_0050700	6
DOID_0110612	6
DOID_0110613	6
DOID_0110610	6
DOID_0110611	6
DOID_0110616	6
DOID_0110617	6
DOID_0050709	10
DOID_0050708	10
DOID_7155	1
DOID_7154	1
DOID_7157	1
DOID_7156	1
DOID_7150	1
DOID_7152	9
DOID_8973	1
DOID_7158	1
DOID_0110166	10
DOID_8970	5
DOID_0110826	8
DOID_0050632	7
DOID_909	1
DOID_0110829	8
DOID_5662	7
DOID_900	7
DOID_5665	8
DOID_902	1
DOID_903	7
DOID_905	6
DOID_906	5
DOID_907	9
DOID_0050077	1
DOID_13575	7
DOID_12927	7
DOID_13574	11
DOID_0110828	8
DOID_0050188	1
DOID_211	1
DOID_9225	1
DOID_9224	1
DOID_9227	1
DOID_9221	1
DOID_9220	6
DOID_9223	1
DOID_5963	1
DOID_9229	1
DOID_9228	1
DOID_4176	5
DOID_1417	9
DOID_1414	7
DOID_1415	10
DOID_1412	5
DOID_4173	1
DOID_4170	1
DOID_4384	12
DOID_3482	6
DOID_3481	7
DOID_3480	8
DOID_3487	1
DOID_10202	1
DOID_3485	1
DOID_1419	1
DOID_12175	7
DOID_12176	6
DOID_10751	1
DOID_12170	10
DOID_12171	8
DOID_0110495	9
DOID_5884	7
DOID_5886	1
DOID_12179	7
DOID_5883	1
DOID_10205	7
DOID_4165	1
DOID_0110497	9
DOID_11481	7
DOID_11480	1
DOID_7877	1
DOID_2689	7
DOID_2686	1
DOID_2687	7
DOID_2684	1
DOID_10755	9
DOID_11489	1
DOID_2683	6
DOID_2680	1
DOID_2681	1
DOID_11333	1
DOID_4211	9
DOID_4210	9
DOID_4217	11
DOID_0050187	1
DOID_1401	1
DOID_0110493	9
DOID_1400	8
DOID_13352	5
DOID_12286	7
DOID_12287	5
DOID_12284	1
DOID_12282	9
DOID_13351	6
DOID_8554	1
DOID_13350	1
DOID_4882	1
DOID_7875	8
DOID_0060829	9
DOID_0060828	9
DOID_4880	9
DOID_0060359	11
DOID_0060358	5
DOID_0060357	6
DOID_0060356	7
DOID_0060355	9
DOID_0060354	8
DOID_0060353	10
DOID_8555	1
DOID_0060827	9
DOID_0060826	9
DOID_7757	9
DOID_13820	1
DOID_5228	1
DOID_14401	1
DOID_0050190	1
DOID_6997	13
DOID_5221	7
DOID_14406	1
DOID_5223	5
DOID_8556	9
DOID_5225	8
DOID_12143	6
DOID_5227	1
DOID_5226	1
DOID_11158	1
DOID_11153	8
DOID_6992	9
DOID_11151	6
DOID_11150	1
DOID_379	7
DOID_11155	7
DOID_6993	12
DOID_10288	1
DOID_10289	8
DOID_6990	1
DOID_10754	8
DOID_10280	1
DOID_8557	8
DOID_10282	1
DOID_10283	7
DOID_10284	1
DOID_10286	8
DOID_10287	9
DOID_12829	1
DOID_2585	1
DOID_12820	1
DOID_5162	8
DOID_5160	8
DOID_5161	8
DOID_5166	10
DOID_5165	10
DOID_5169	7
DOID_280	1
DOID_0050770	7
DOID_11737	1
DOID_11736	9
DOID_11735	1
DOID_11734	1
DOID_11733	1
DOID_11732	1
DOID_11730	1
DOID_14701	7
DOID_10146	8
DOID_14702	7
DOID_14705	11
DOID_10469	1
DOID_14706	1
DOID_14708	1
DOID_10460	7
DOID_11146	1
DOID_10462	1
DOID_0111016	11
DOID_1293	10
DOID_8473	1
DOID_484	7
DOID_487	1
DOID_8552	10
DOID_481	1
DOID_480	7
DOID_483	8
DOID_482	7
DOID_8538	7
DOID_488	1
DOID_0110013	6
DOID_7689	10
DOID_9173	9
DOID_0050904	9
DOID_0110016	10
DOID_11148	9
DOID_0110017	13
DOID_7685	10
DOID_7684	9
DOID_4958	1
DOID_5705	11
DOID_12842	9
DOID_4959	8
DOID_4653	11
DOID_2068	9
DOID_10247	7
DOID_2069	1
DOID_775	9
DOID_0050365	1
DOID_5709	10
DOID_0050364	1
DOID_0110728	8
DOID_6148	6
DOID_3319	7
DOID_0110729	8
DOID_3312	6
DOID_3311	1
DOID_3310	7
DOID_3317	9
DOID_6144	1
DOID_3315	6
DOID_0050360	1
DOID_0110429	9
DOID_0110428	9
DOID_2303	6
DOID_0110424	9
DOID_0110427	9
DOID_2300	8
DOID_0110421	11
DOID_0110420	11
DOID_0110423	9
DOID_0110422	11
DOID_0050577	7
DOID_0110723	8
DOID_13168	8
DOID_1642	8
DOID_1641	8
DOID_1640	1
DOID_1647	8
DOID_11541	10
DOID_13160	7
DOID_13161	1
DOID_1649	8
DOID_1648	1
DOID_13164	1
DOID_13165	1
DOID_13166	8
DOID_0050368	1
DOID_0110725	8
DOID_8891	1
DOID_8890	1
DOID_8893	6
DOID_8892	7
DOID_8894	1
DOID_8897	1
DOID_8896	1
DOID_8898	1
DOID_7930	11
DOID_8334	1
