DOID	Number_of_ancestors
DOID_12230	1
DOID_11980	1
DOID_11981	8
DOID_11983	5
DOID_11984	8
DOID_11986	1
DOID_11987	1
DOID_11988	10
DOID_11765	1
DOID_11766	9
DOID_11760	9
DOID_11761	1
DOID_1038	1
DOID_0050974	9
DOID_0060878	6
DOID_0060879	6
DOID_8432	6
DOID_0060872	8
DOID_0060873	8
DOID_0060870	7
DOID_0060871	7
DOID_1034	1
DOID_1035	6
DOID_1036	9
DOID_1037	9
DOID_10587	8
DOID_10585	1
DOID_10584	10
DOID_10583	1
DOID_10582	6
DOID_10581	8
DOID_0050970	9
DOID_10588	9
DOID_8435	1
DOID_2106	7
DOID_7533	9
DOID_163	1
DOID_5627	8
DOID_9214	1
DOID_5626	10
DOID_9215	1
DOID_13533	9
DOID_9740	7
DOID_9741	6
DOID_164	1
DOID_9746	9
DOID_4712	1
DOID_10545	1
DOID_9212	7
DOID_4713	1
DOID_9745	10
DOID_7539	9
DOID_5328	1
DOID_8345	1
DOID_5609	1
DOID_5608	8
DOID_10718	6
DOID_0050571	7
DOID_5603	7
DOID_5602	12
DOID_5601	1
DOID_10719	7
DOID_5607	1
DOID_5606	1
DOID_5605	9
DOID_5604	11
DOID_1269	1
DOID_1942	11
DOID_0050574	7
DOID_14337	1
DOID_5923	10
DOID_7263	8
DOID_7262	1
DOID_1188	7
DOID_5920	1
DOID_219	9
DOID_7269	10
DOID_7268	1
DOID_14464	5
DOID_14467	1
DOID_11377	1
DOID_13319	1
DOID_13318	1
DOID_210	10
DOID_7244	10
DOID_4848	8
DOID_7833	1
DOID_7246	10
DOID_0050101	1
DOID_9699	11
DOID_7241	9
DOID_6950	7
DOID_6951	12
DOID_13647	1
DOID_5324	8
DOID_3806	1
DOID_6956	1
DOID_7714	1
DOID_3368	10
DOID_12573	7
DOID_6954	1
DOID_3362	7
DOID_3363	1
DOID_3360	10
DOID_3361	10
DOID_3367	10
DOID_3365	1
DOID_0050129	6
DOID_0050128	1
DOID_5325	7
DOID_8718	1
DOID_8719	5
DOID_2372	1
DOID_8717	7
DOID_2370	1
DOID_8715	1
DOID_0050127	8
DOID_2377	8
DOID_0050125	6
DOID_0050124	1
DOID_0050103	1
DOID_9443	1
DOID_3479	8
DOID_9445	9
DOID_9446	8
DOID_9997	9
DOID_9996	1
DOID_9995	1
DOID_9993	7
DOID_13119	1
DOID_1633	1
DOID_1630	1
DOID_1631	8
DOID_13226	7
DOID_1637	6
DOID_1634	8
DOID_1635	1
DOID_13110	7
DOID_13113	10
DOID_13112	10
DOID_13115	1
DOID_13117	6
DOID_10021	9
DOID_10531	1
DOID_10742	8
DOID_0110784	8
DOID_0050874	1
DOID_0110786	8
DOID_8823	1
DOID_0110780	8
DOID_8825	1
DOID_0050873	7
DOID_0050872	9
DOID_8828	1
DOID_0050698	6
DOID_0050879	9
DOID_0050878	1
DOID_9197	1
DOID_9196	1
DOID_9667	8
DOID_9666	1
DOID_9192	6
DOID_9663	7
DOID_9190	1
DOID_0090094	8
DOID_9669	10
DOID_0090092	8
DOID_9199	1
DOID_0090090	8
DOID_0050689	6
DOID_3778	1
DOID_3774	7
DOID_3777	7
DOID_11006	1
DOID_3770	8
DOID_3773	8
DOID_3772	9
DOID_7081	9
DOID_10368	9
DOID_13377	1
DOID_0070129	8
DOID_0070128	8
DOID_0070121	6
DOID_0070120	6
DOID_0070123	8
DOID_0070122	6
DOID_0000405	1
DOID_0070124	8
DOID_0070127	8
DOID_0070126	8
DOID_11586	1
DOID_7501	10
DOID_8813	1
DOID_8812	1
DOID_11518	9
DOID_11512	7
DOID_11510	1
DOID_11516	6
DOID_11514	7
DOID_0060609	9
DOID_0060608	9
DOID_0060605	8
DOID_0060604	7
DOID_0060606	6
DOID_0060601	7
DOID_0060600	7
DOID_0060603	8
DOID_0060602	6
DOID_5030	8
DOID_5031	7
DOID_5032	6
DOID_8723	1
DOID_5039	7
DOID_13814	9
DOID_0060469	4
DOID_0060468	7
DOID_0060461	6
DOID_0060460	6
DOID_0060463	7
DOID_0060462	9
DOID_0060465	9
DOID_0060464	7
DOID_0060467	10
DOID_0060466	10
DOID_0110425	9
DOID_10461	9
DOID_0050925	9
DOID_14128	1
DOID_0060161	9
DOID_10176	8
DOID_10177	10
DOID_1195	7
DOID_10175	10
DOID_1193	1
DOID_10173	1
DOID_13472	1
DOID_13473	12
DOID_13470	1
DOID_13471	1
DOID_13476	8
DOID_13477	8
DOID_13474	11
DOID_3177	7
DOID_3173	8
DOID_3172	7
DOID_3171	1
DOID_3179	7
DOID_3178	7
DOID_2567	1
DOID_2566	9
DOID_0110203	10
DOID_0110202	10
DOID_2563	1
DOID_0110204	10
DOID_0110207	10
DOID_2560	8
DOID_0110209	10
DOID_0110208	10
DOID_13034	6
DOID_2569	12
DOID_2568	8
DOID_1997	1
DOID_14696	1
DOID_14695	7
DOID_4746	1
DOID_14693	7
DOID_1992	7
DOID_4743	9
DOID_4742	1
DOID_10398	7
DOID_10399	8
DOID_4749	9
DOID_4748	1
DOID_14699	6
DOID_1998	9
DOID_221	10
DOID_223	4
DOID_222	9
DOID_225	3
DOID_224	8
DOID_227	9
DOID_226	1
DOID_229	5
DOID_3284	8
DOID_6677	4
DOID_6676	9
DOID_6675	1
DOID_3282	9
DOID_8586	1
DOID_0060650	6
DOID_138	9
DOID_8585	1
DOID_10301	8
DOID_3840	8
DOID_8584	8
DOID_0050767	9
DOID_10824	8
DOID_10825	8
DOID_10827	1
DOID_8583	1
DOID_10823	9
DOID_0111152	8
DOID_0111153	8
DOID_0111150	10
DOID_0111151	9
DOID_0111156	7
DOID_0111157	7
DOID_0111154	7
DOID_0111155	9
DOID_4814	1
DOID_4817	9
DOID_4816	1
DOID_4810	8
DOID_4813	12
DOID_4812	13
DOID_8459	1
DOID_8458	1
DOID_8109	7
DOID_422	8
DOID_0050540	9
DOID_8102	9
DOID_8453	1
DOID_8452	1
DOID_8107	1
DOID_8454	7
DOID_8457	7
DOID_8456	7
DOID_8770	1
DOID_0050144	6
DOID_7102	1
DOID_7103	12
DOID_8772	1
DOID_7105	9
DOID_8773	1
DOID_9858	10
DOID_9859	1
DOID_9856	7
DOID_9857	6
DOID_9854	8
DOID_9855	1
DOID_5426	7
DOID_0050140	6
DOID_8776	1
DOID_8777	1
DOID_0050484	7
DOID_0050485	6
DOID_0050486	6
DOID_0050487	7
DOID_0050480	7
DOID_0050481	7
DOID_0050482	1
DOID_0050483	1
DOID_0050600	7
DOID_2856	6
DOID_0050488	8
DOID_0050489	7
DOID_1089	7
DOID_0050545	4
DOID_10509	1
DOID_4006	8
DOID_1081	7
DOID_9278	7
DOID_9279	6
DOID_4560	9
DOID_9273	7
DOID_9270	6
DOID_9271	7
DOID_9277	7
DOID_9274	6
DOID_9275	6
DOID_4562	9
DOID_4109	6
DOID_1468	9
DOID_4107	1
DOID_14077	1
DOID_1465	1
DOID_1464	1
DOID_1463	1
DOID_4102	1
DOID_1461	6
DOID_1460	7
DOID_12437	1
DOID_12431	1
DOID_12430	1
DOID_12432	1
DOID_11162	7
DOID_11163	1
DOID_11161	8
DOID_11166	1
DOID_11167	1
DOID_11164	10
DOID_11165	5
DOID_11168	5
DOID_11169	1
DOID_4248	8
DOID_4249	8
DOID_4240	1
DOID_4241	1
DOID_4242	8
DOID_4245	1
DOID_4246	1
DOID_4247	9
DOID_11100	6
DOID_0050743	10
DOID_135	9
DOID_3698	9
DOID_3906	7
DOID_3907	8
DOID_3904	7
DOID_11103	7
DOID_3902	1
DOID_3903	1
DOID_3901	7
DOID_1900	1
DOID_3908	8
DOID_11105	9
DOID_0050043	7
DOID_0050742	6
DOID_8564	8
DOID_11701	9
DOID_134	9
DOID_0060810	9
DOID_12633	1
DOID_0060812	9
DOID_0060813	9
DOID_0060814	9
DOID_0060815	9
DOID_0060816	9
DOID_1059	6
DOID_0060818	9
DOID_10012	1
DOID_1054	1
DOID_1055	1
DOID_1052	1
DOID_1053	1
DOID_3021	7
DOID_0050466	7
DOID_6500	8
DOID_3696	11
DOID_12635	1
DOID_3025	7
DOID_3695	1
DOID_0050467	6
DOID_6059	7
DOID_6506	1
DOID_4001	11
DOID_0050747	7
DOID_0050329	1
DOID_5199	6
DOID_10277	1
DOID_0050328	7
DOID_5193	11
DOID_5191	9
DOID_5190	10
DOID_5196	8
DOID_5195	11
DOID_5194	11
DOID_11672	1
DOID_8560	1
DOID_8903	1
DOID_11855	1
DOID_0050859	7
DOID_0050858	4
DOID_0110319	9
DOID_0110766	8
DOID_2212	6
DOID_0050856	6
DOID_8907	1
DOID_8563	1
DOID_0050855	6
DOID_2214	6
DOID_0050854	7
DOID_13869	1
DOID_2217	7
DOID_13865	9
DOID_8550	1
DOID_13867	10
DOID_8904	1
DOID_13861	10
DOID_13862	11
DOID_6084	10
DOID_6085	10
DOID_6086	9
DOID_6087	1
DOID_6080	1
DOID_6081	1
DOID_6082	8
DOID_0110312	9
DOID_8553	8
DOID_6088	6
DOID_6089	11
DOID_14482	7
DOID_14483	9
DOID_0110310	9
DOID_14484	7
DOID_12197	11
DOID_14489	8
DOID_0110834	9
DOID_12447	1
DOID_0050460	6
DOID_5399	1
DOID_12819	1
DOID_0110833	9
DOID_5566	9
DOID_0110830	9
DOID_1880	1
DOID_2843	8
DOID_5823	9
DOID_7457	6
DOID_5133	1
DOID_5394	9
DOID_5821	9
DOID_13921	7
DOID_12711	6
DOID_5396	8
DOID_13922	7
DOID_1123	9
DOID_12448	1
DOID_14258	1
DOID_5390	7
DOID_0110838	9
DOID_4166	6
DOID_13280	1
DOID_13282	10
DOID_13285	1
DOID_13284	1
DOID_3340	1
DOID_3341	9
DOID_3342	7
DOID_3343	6
DOID_3344	1
DOID_3345	7
DOID_3347	9
DOID_3348	1
DOID_14253	9
DOID_10422	1
DOID_14252	9
DOID_0110414	11
DOID_0110415	11
DOID_2352	6
DOID_0050102	1
DOID_0050105	8
DOID_0110411	11
DOID_0050107	1
DOID_0050106	1
DOID_0050109	1
DOID_0050108	1
DOID_0110418	11
DOID_0110419	11
DOID_1618	8
DOID_4409	7
DOID_9463	8
DOID_9462	8
DOID_9461	9
DOID_9460	9
DOID_1612	6
DOID_1614	7
DOID_9469	1
DOID_1617	1
DOID_13133	10
DOID_13132	1
DOID_13131	1
DOID_13130	1
DOID_13137	10
DOID_13136	1
DOID_13135	10
DOID_13134	10
DOID_7638	1
DOID_13139	9
DOID_13138	8
DOID_13709	6
DOID_8598	1
DOID_8599	1
DOID_0080089	8
DOID_0080088	6
DOID_0080085	6
DOID_8591	1
DOID_8592	1
DOID_0080086	6
DOID_0080081	6
DOID_8595	1
DOID_0080083	6
DOID_8597	1
DOID_0050813	10
DOID_0050812	10
DOID_0050811	7
DOID_0050810	7
DOID_0050817	13
DOID_0050816	7
DOID_0050815	7
DOID_0050814	7
DOID_0110031	9
DOID_0050819	6
DOID_0050818	7
DOID_7636	1
DOID_8848	1
DOID_8849	9
DOID_12040	1
DOID_3753	7
DOID_3752	10
DOID_3751	9
DOID_3750	8
DOID_3756	7
DOID_3755	7
DOID_3758	1
DOID_12047	1
DOID_0002116	9
DOID_0110930	10
DOID_0050693	7
DOID_5979	1
DOID_5978	1
DOID_5973	8
DOID_5975	8
DOID_5974	8
DOID_5977	7
DOID_5976	8
DOID_0080101	9
DOID_9649	10
DOID_9643	6
DOID_9642	1
DOID_9641	1
DOID_9640	7
DOID_9647	1
DOID_9644	1
DOID_12378	1
DOID_12379	1
DOID_12370	1
DOID_12376	10
DOID_12377	8
DOID_12375	8
DOID_8836	1
DOID_7902	10
DOID_7903	10
DOID_7907	8
DOID_0110135	8
DOID_11575	1
DOID_11574	8
DOID_11577	4
DOID_11573	6
DOID_11572	8
DOID_0060669	8
DOID_5680	7
DOID_0050963	9
DOID_0050123	1
DOID_0050692	8
DOID_2998	6
DOID_2999	8
DOID_2992	8
DOID_2990	1
DOID_2991	1
DOID_2996	7
DOID_2997	9
DOID_2994	6
DOID_2995	1
DOID_0060486	4
DOID_0060485	4
DOID_0050584	8
DOID_0060483	4
DOID_0060482	4
DOID_0060481	4
DOID_0060480	8
DOID_0060488	4
DOID_0050121	1
DOID_0050606	7
DOID_11399	1
DOID_11398	1
DOID_11391	1
DOID_11390	8
DOID_11393	1
DOID_11392	1
DOID_11395	1
DOID_11394	8
DOID_11396	8
DOID_3488	6
DOID_10150	1
DOID_10151	10
DOID_10620	1
DOID_10621	1
DOID_10154	8
DOID_10155	7
DOID_10624	1
DOID_14100	1
DOID_10159	8
DOID_10629	8
DOID_10441	11
DOID_4437	11
DOID_14108	1
DOID_791	1
DOID_790	8
DOID_793	1
DOID_792	1
DOID_795	1
DOID_3118	5
DOID_13452	9
DOID_13453	10
DOID_799	7
DOID_6474	11
DOID_6477	9
DOID_3116	6
DOID_3111	8
DOID_13459	1
DOID_3113	7
DOID_3112	8
DOID_2508	4
DOID_2503	1
DOID_4769	9
DOID_4768	9
DOID_0050605	6
DOID_4762	7
DOID_4760	1
DOID_4767	9
DOID_4766	8
DOID_4765	8
DOID_6691	4
DOID_6690	1
DOID_6693	11
DOID_6692	4
DOID_242	1
DOID_6697	11
DOID_240	9
DOID_248	7
DOID_0110089	8
DOID_0110088	8
DOID_0110083	9
DOID_0110082	9
DOID_0110081	9
DOID_0110080	10
DOID_0110087	8
DOID_0110086	8
DOID_0110085	8
DOID_0110084	9
DOID_1563	6
DOID_8699	1
DOID_8698	1
DOID_8693	1
DOID_8692	9
DOID_8691	13
DOID_8690	1
DOID_8697	1
DOID_8696	11
DOID_8694	1
DOID_3905	7
DOID_840	9
DOID_0111138	8
DOID_0111139	6
DOID_10844	5
DOID_10845	5
DOID_10842	5
DOID_10843	5
DOID_10840	1
DOID_10841	9
DOID_0111130	10
DOID_0111131	10
DOID_0111132	10
DOID_0111133	10
DOID_0111134	10
DOID_0111135	8
DOID_10848	1
DOID_10849	5
DOID_4833	1
DOID_13639	1
DOID_4831	1
DOID_4830	8
DOID_4837	4
DOID_13630	1
DOID_4839	8
DOID_5411	9
DOID_5416	1
DOID_5414	9
DOID_1906	9
DOID_0050714	1
DOID_0050715	8
DOID_0050716	8
DOID_0050717	8
DOID_0050710	6
DOID_0050711	7
DOID_0050712	7
DOID_0050713	6
DOID_0110627	6
DOID_0110626	6
DOID_0110625	6
DOID_0110624	6
DOID_0050718	5
DOID_0050719	6
DOID_0110621	6
DOID_0110620	6
DOID_7127	7
DOID_9874	1
DOID_9875	1
DOID_9877	6
DOID_9870	6
DOID_9871	1
DOID_9872	1
DOID_9873	1
DOID_8072	11
DOID_9878	1
DOID_3241	9
DOID_0110763	8
DOID_0050986	9
DOID_0050002	1
DOID_0110852	6
DOID_0050994	9
DOID_9504	8
DOID_2038	1
DOID_9506	10
DOID_0111047	7
DOID_9500	5
DOID_8864	11
DOID_9502	9
DOID_0111043	9
DOID_9250	4
DOID_9251	1
DOID_9252	5
DOID_9253	7
DOID_9254	9
DOID_9255	8
DOID_9256	9
DOID_2030	5
DOID_9258	7
DOID_0050182	1
DOID_8057	10
DOID_8940	1
DOID_1405	10
DOID_4164	9
DOID_1407	11
DOID_1406	10
DOID_4161	1
DOID_4160	10
DOID_4163	10
DOID_1402	1
DOID_3124	1
DOID_8051	10
DOID_2034	7
DOID_6996	12
DOID_12140	7
DOID_6994	11
DOID_6995	1
DOID_12413	1
DOID_12144	6
DOID_12147	1
DOID_6991	1
DOID_12149	1
DOID_12148	7
DOID_6998	9
DOID_6999	1
DOID_11144	1
DOID_11145	1
DOID_11494	1
DOID_11147	1
DOID_2699	1
DOID_2698	7
DOID_11490	1
DOID_11491	7
DOID_2697	6
DOID_2696	9
DOID_2691	7
DOID_11149	9
DOID_2693	1
DOID_2692	1
DOID_4228	1
DOID_4226	11
DOID_4227	12
DOID_4224	1
DOID_8467	1
DOID_4223	7
DOID_13407	8
DOID_3928	7
DOID_3924	8
DOID_3925	7
DOID_3926	7
DOID_3927	7
DOID_722	1
DOID_3923	7
DOID_4629	1
DOID_467	7
DOID_724	6
DOID_4061	10
DOID_0060348	7
DOID_0060349	4
DOID_0060838	9
DOID_0060839	9
DOID_0060836	9
DOID_0060345	7
DOID_0060346	8
DOID_0060835	9
DOID_0060340	4
DOID_0060341	4
DOID_0060830	9
DOID_0060343	10
DOID_4594	9
DOID_4595	1
DOID_1076	8
DOID_1077	1
DOID_4590	1
DOID_4591	9
DOID_4593	9
DOID_4598	1
DOID_1079	7
DOID_8275	8
DOID_4621	5
DOID_8274	8
DOID_14753	7
DOID_0050623	6
DOID_4624	4
DOID_3121	8
DOID_548	1
DOID_6733	9
DOID_8272	9
DOID_11378	1
DOID_7379	7
DOID_11312	9
DOID_8382	1
DOID_0110385	11
DOID_5171	9
DOID_5170	8
DOID_5172	6
DOID_5177	1
DOID_5176	9
DOID_5179	9
DOID_5178	9
DOID_0110761	9
DOID_11242	7
DOID_11729	6
DOID_11720	9
DOID_11721	8
DOID_11722	10
DOID_11723	9
DOID_11724	9
DOID_11725	4
DOID_11726	9
DOID_11727	9
DOID_10459	6
DOID_10458	6
DOID_14711	6
DOID_14716	1
DOID_14717	8
DOID_13995	1
DOID_11240	8
DOID_10455	1
DOID_10454	1
DOID_10457	7
DOID_10456	6
DOID_546	1
DOID_11314	1
DOID_12997	11
DOID_492	7
DOID_490	8
DOID_13844	1
DOID_496	7
DOID_495	7
DOID_3973	9
DOID_6868	8
DOID_0090137	8
DOID_0050233	1
DOID_5980	1
DOID_11753	1
DOID_5981	1
DOID_0110924	7
DOID_0080182	11
DOID_5983	9
DOID_4352	11
DOID_8508	8
DOID_3326	7
DOID_3327	9
DOID_3324	5
DOID_3325	8
DOID_3322	9
DOID_3323	10
DOID_3320	10
DOID_3321	9
DOID_3328	9
DOID_3329	10
DOID_0110432	9
DOID_0110433	9
DOID_8507	9
DOID_0110431	9
DOID_0110436	9
DOID_0110437	9
DOID_2330	1
DOID_0110435	9
DOID_0110438	9
DOID_0110439	9
DOID_2338	10
DOID_2339	11
DOID_9092	1
DOID_1678	6
DOID_9093	1
DOID_1676	1
DOID_1677	9
DOID_1672	8
DOID_1673	7
DOID_1670	9
DOID_1671	1
DOID_13157	1
DOID_0110952	8
DOID_3047	4
DOID_0110955	8
DOID_13159	8
DOID_13158	1
DOID_0110954	8
DOID_0050839	10
DOID_0050838	9
DOID_0050389	1
DOID_0050388	1
DOID_8868	1
DOID_8869	6
DOID_0050831	7
DOID_0050382	7
DOID_8866	5
DOID_0050832	5
DOID_0050387	11
DOID_0050386	1
DOID_0050385	1
DOID_0050836	9
DOID_0060841	9
DOID_10997	11
DOID_10593	7
DOID_1023	7
DOID_10595	8
DOID_1021	1
DOID_8503	9
DOID_10597	1
DOID_9409	6
DOID_9408	9
DOID_9405	1
DOID_9404	1
DOID_9407	10
DOID_9406	6
DOID_9401	7
DOID_9403	1
DOID_9402	6
DOID_8502	7
DOID_0050529	10
DOID_5958	9
DOID_0050527	1
DOID_0050526	4
DOID_8310	7
DOID_0050524	4
DOID_0050523	7
DOID_0050522	6
DOID_0050521	5
DOID_0050520	1
DOID_8501	8
DOID_10212	1
DOID_12603	9
DOID_12358	11
DOID_12607	1
DOID_12604	1
DOID_12605	1
DOID_12355	7
DOID_12356	1
DOID_12357	10
DOID_12350	1
DOID_12351	8
DOID_6948	9
DOID_12353	1
DOID_7928	9
DOID_7920	1
DOID_7921	11
DOID_7922	10
DOID_7926	10
DOID_7927	10
DOID_11557	11
DOID_11555	11
DOID_11554	10
DOID_11552	9
DOID_11550	9
DOID_4754	1
DOID_11558	12
DOID_0060137	8
DOID_0060136	8
DOID_0060643	10
DOID_0060642	9
DOID_0060133	8
DOID_0060132	8
DOID_0060647	4
DOID_0060130	8
DOID_0060649	11
DOID_0060648	10
DOID_0060139	8
DOID_0060138	8
DOID_8977	1
DOID_0050122	1
DOID_0060017	8
DOID_0110988	6
DOID_0110989	6
DOID_2608	1
DOID_0110982	6
DOID_0110983	6
DOID_0110980	6
DOID_0110981	6
DOID_0110986	6
DOID_0110987	6
DOID_0110984	6
DOID_0110985	6
DOID_0080055	10
DOID_2141	1
DOID_11801	7
DOID_10211	6
DOID_11802	1
DOID_11806	1
DOID_11809	8
DOID_10604	6
DOID_10605	6
DOID_10606	6
DOID_10607	6
DOID_10600	7
DOID_10601	1
DOID_10602	6
DOID_10603	8
DOID_10608	8
DOID_10609	8
DOID_6453	1
DOID_3132	7
DOID_6451	9
DOID_6322	11
DOID_6457	7
DOID_3136	6
DOID_6327	1
DOID_3134	6
DOID_6329	1
DOID_6328	1
DOID_6459	8
DOID_3138	7
DOID_0060232	4
DOID_2523	1
DOID_2527	6
DOID_2526	9
DOID_2525	1
DOID_2524	1
DOID_2529	6
DOID_2528	1
DOID_4781	8
DOID_4780	8
DOID_4783	8
DOID_4782	8
DOID_4784	8
DOID_4787	12
DOID_4786	1
DOID_4789	1
DOID_4788	9
DOID_0060237	7
DOID_14383	1
DOID_0070046	9
DOID_0070047	9
DOID_0060728	6
DOID_0050146	1
DOID_12995	6
DOID_1585	1
DOID_5789	9
DOID_5782	8
DOID_5783	1
DOID_5780	1
DOID_5781	9
DOID_5786	1
DOID_13433	1
DOID_5784	8
DOID_5785	1
DOID_8671	1
DOID_8670	6
DOID_8672	7
DOID_8675	7
DOID_8674	1
DOID_8677	5
DOID_8676	1
DOID_14529	9
DOID_7491	10
DOID_7320	10
DOID_7326	8
DOID_7327	7
DOID_7324	1
DOID_7497	10
DOID_14521	1
DOID_14520	1
DOID_7328	12
DOID_14522	9
DOID_14525	4
DOID_14524	8
DOID_10866	12
DOID_0111116	8
DOID_0111117	8
DOID_0111114	8
DOID_0111115	8
DOID_0111112	8
DOID_0111113	8
DOID_0111110	5
DOID_0111111	5
DOID_0111118	8
DOID_0111119	8
DOID_5430	1
DOID_13381	7
DOID_13382	7
DOID_5433	8
DOID_269	1
DOID_268	8
DOID_13386	7
DOID_13387	1
DOID_5438	8
DOID_5439	8
DOID_267	1
DOID_266	1
DOID_261	10
DOID_260	11
DOID_263	7
DOID_262	8
DOID_8415	10
DOID_0110604	6
DOID_0110607	6
DOID_0110606	6
DOID_0050736	6
DOID_8410	8
DOID_8413	1
DOID_0050735	5
DOID_0050738	5
DOID_0050739	5
DOID_8419	9
DOID_0110608	6
DOID_7146	7
DOID_7147	8
DOID_7144	8
DOID_7145	1
DOID_7142	8
DOID_7140	8
DOID_7141	10
DOID_7148	9
DOID_7149	1
DOID_8426	9
DOID_3865	9
DOID_14140	9
DOID_0110884	7
DOID_10016	7
DOID_4496	1
DOID_0110889	7
DOID_8427	9
DOID_0110888	7
DOID_13499	9
DOID_1314	1
DOID_0110113	9
DOID_1795	7
DOID_1794	1
DOID_919	1
DOID_1796	7
DOID_1791	7
DOID_1790	6
DOID_1793	6
DOID_1792	7
DOID_913	8
DOID_912	1
DOID_911	1
DOID_910	11
DOID_1799	7
DOID_916	8
DOID_915	1
DOID_914	7
DOID_946	6
DOID_9236	1
DOID_9237	1
DOID_9234	6
DOID_9235	9
DOID_9233	1
DOID_9230	7
DOID_9231	1
DOID_4143	9
DOID_4142	1
DOID_4141	10
DOID_4140	6
DOID_4147	7
DOID_1426	5
DOID_1425	6
DOID_4144	1
DOID_8965	1
DOID_12169	7
DOID_12168	10
DOID_3498	9
DOID_3499	9
DOID_12163	11
DOID_3495	11
DOID_12161	10
DOID_3497	10
DOID_12167	11
DOID_12166	11
DOID_12165	11
DOID_12164	11
DOID_12087	11
DOID_6432	8
DOID_5896	10
DOID_5897	9
DOID_5894	10
DOID_5895	8
DOID_5893	10
DOID_5890	8
DOID_2142	7
DOID_0060588	5
DOID_0060589	4
DOID_0060586	5
DOID_0060587	5
DOID_0060584	5
DOID_0060585	5
DOID_0060582	5
DOID_0060583	5
DOID_0060580	5
DOID_949	10
DOID_4204	1
DOID_4205	10
DOID_4206	11
DOID_4207	11
DOID_4200	1
DOID_4201	8
DOID_4202	11
DOID_6438	11
DOID_11355	6
DOID_4208	1
DOID_4209	10
DOID_0110206	10
DOID_12298	9
DOID_12294	6
DOID_12297	7
DOID_12293	1
DOID_12292	1
DOID_9802	1
DOID_11354	7
DOID_0110129	8
DOID_0060368	10
DOID_0060369	10
DOID_0110658	10
DOID_0060362	9
DOID_0060363	5
DOID_0060360	8
DOID_0050968	9
DOID_0060366	6
DOID_0060367	10
DOID_0060364	7
DOID_0060365	4
DOID_9982	1
DOID_0110656	9
DOID_0110657	10
DOID_0110126	8
DOID_2544	8
DOID_5238	7
DOID_0050964	9
DOID_5232	8
DOID_0110652	9
DOID_5230	7
DOID_5231	1
DOID_5236	11
DOID_5234	1
DOID_0050746	7
DOID_0110223	8
DOID_0050614	6
DOID_12960	10
DOID_0110650	9
DOID_11129	7
DOID_11126	9
DOID_11125	8
DOID_11123	8
DOID_11120	6
DOID_11121	8
DOID_10297	1
DOID_10296	1
DOID_10295	1
DOID_10294	1
DOID_10293	12
DOID_10292	1
DOID_10291	1
DOID_10290	8
DOID_12839	1
DOID_12838	1
DOID_8442	7
DOID_12831	1
DOID_12833	1
DOID_12835	6
DOID_12837	6
DOID_12836	10
DOID_5157	7
DOID_5636	11
DOID_5155	8
DOID_5154	5
DOID_5153	10
DOID_5152	10
DOID_5151	10
DOID_5150	10
DOID_177	1
DOID_5159	1
DOID_5158	8
DOID_13817	1
DOID_8443	8
DOID_5632	10
DOID_5633	1
DOID_10473	1
DOID_14735	7
DOID_10471	10
DOID_14737	6
DOID_5630	9
DOID_14733	1
DOID_5631	12
DOID_4350	1
DOID_4727	1
DOID_4351	1
DOID_8547	1
DOID_4726	1
DOID_14325	7
DOID_4357	1
DOID_0110325	9
DOID_4724	7
DOID_4723	7
DOID_8354	7
DOID_13819	6
DOID_8546	1
DOID_0050567	4
DOID_14320	6
DOID_4358	1
DOID_8353	10
DOID_1279	8
DOID_8224	11
DOID_8446	7
DOID_8545	4
DOID_4874	1
DOID_13678	1
DOID_4872	8
DOID_1485	7
DOID_8544	4
DOID_13674	1
DOID_201	7
DOID_13677	4
DOID_0110971	10
DOID_12569	1
DOID_3817	8
DOID_6965	1
DOID_3444	10
DOID_3308	8
DOID_4879	11
DOID_12566	7
DOID_3304	7
DOID_3305	8
DOID_3306	7
DOID_4878	9
DOID_3300	1
DOID_3301	6
DOID_3302	10
DOID_3303	9
DOID_0110458	9
DOID_0110459	9
DOID_2318	1
DOID_12136	1
DOID_0110450	9
DOID_2315	1
DOID_2316	7
DOID_0110453	9
DOID_0110454	9
DOID_0110455	9
DOID_2312	6
DOID_2313	1
DOID_7793	1
DOID_12139	6
DOID_7799	1
DOID_1657	8
DOID_1650	8
DOID_0050503	1
DOID_13177	1
DOID_13175	1
DOID_13174	10
DOID_1658	1
DOID_1659	9
DOID_3449	7
DOID_8225	11
DOID_8883	9
DOID_8880	1
DOID_8881	6
DOID_8886	8
DOID_8884	1
DOID_8888	1
DOID_8889	1
DOID_3803	6
DOID_0110591	9
DOID_0110590	9
DOID_2095	7
DOID_2094	1
DOID_8082	10
DOID_8083	10
DOID_8080	1
DOID_8081	11
DOID_8087	1
DOID_8084	1
DOID_0110594	6
DOID_4688	11
DOID_0110597	6
DOID_27	1
DOID_9423	9
DOID_9422	1
DOID_9420	1
DOID_9427	8
DOID_9426	1
DOID_9937	10
DOID_9424	1
DOID_9939	10
DOID_9938	10
DOID_9428	7
DOID_1453	8
DOID_0050505	1
DOID_5934	1
DOID_0050507	1
DOID_0050506	1
DOID_0050501	1
DOID_8335	7
DOID_5933	1
DOID_0050502	1
DOID_8338	12
DOID_8339	12
DOID_0050509	1
DOID_0050508	6
DOID_0060901	8
DOID_9687	1
DOID_9684	1
DOID_9683	1
DOID_9682	5
DOID_9681	8
DOID_29	1
DOID_9689	1
DOID_12624	1
